Year,State,District,Rice_Area_1000ha,Rice_Prod_1000t,Rice_Yield,Wheat_Area_1000ha,Wheat_Prod_1000t,Wheat_Yield,Sorghum_Prod_1000t,Sorghum_Kharif_Prod_1000t,Sorghum_Rabi_Prod_1000t,PearlMillet_Prod_1000t,FingerMillet_Prod_1000t,Maize_Area_1000ha,Maize_Prod_1000t,Maize_Yield,Groundnut_Prod_1000t,Sesamum_Prod_1000t,RapeseedMustard_Prod_1000t,Safflower_Prod_1000t,Castor_Prod_1000t,Linseed_Prod_1000t,Sunflower_Prod_1000t,Soybean_Prod_1000t,Soybean_Yield,Oilseed_Prod_1000t,Oilseed_Yield,Sugarcane_Prod_1000t,Cotton_Prod_1000t
2002,Telangana,Warangal,135.0,293.0,2170.37,0.0,0.0,0.0,12.0,1.0,11.0,0.0,0.0,67.0,183.0,2731.34,38.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,46.0,705.41,0.0,28.73
2003,Telangana,Warangal,170.24,510.77,3000.29,0.05,0.03,600.0,7.3,1.68,5.62,0.22,0.0,84.3,302.76,3591.46,58.27,9.4,0.0,0.01,4.89,0.0,0.46,0.0,0.0,73.03,949.3,0.0,47.44
2004,Telangana,Warangal,130.32,355.76,2729.9,0.05,0.02,400.0,6.49,1.0,5.49,0.01,0.0,71.86,262.77,3656.69,51.66,8.01,0.0,0.01,7.44,0.0,0.69,0.0,0.0,67.88,904.22,0.0,48.97
2005,Telangana,Warangal,201.88,646.18,3200.81,0.04,0.03,750.0,4.41,0.53,3.88,0.05,0.0,78.06,318.83,4084.42,61.47,4.5,0.0,0.04,3.14,0.0,0.83,0.0,0.0,69.96,1010.11,0.0,63.23
2006,Telangana,Warangal,208.94,589.39,2820.86,0.05,0.04,800.0,4.49,0.28,4.22,0.01,0.0,75.57,263.48,3486.57,51.64,3.14,0.0,0.0,1.2,0.0,1.06,0.0,0.0,57.04,1005.29,0.0,60.99
2007,Telangana,Warangal,186.78,559.56,2995.82,0.01,0.01,1000.0,4.15,0.46,3.7,0.93,0.0,78.89,350.61,4444.29,55.56,3.51,0.0,0.0,1.35,0.0,0.47,0.0,0.0,60.89,1100.69,0.0,80.68
2008,Telangana,Warangal,230.86,689.97,2988.69,0.0,0.0,0.0,3.97,0.05,3.92,0.0,0.0,79.7,344.39,4321.08,54.34,1.85,0.0,0.0,0.81,0.0,0.33,0.04,1333.33,57.37,1283.73,0.0,97.03
2009,Telangana,Warangal,124.43,316.33,2542.23,0.0,0.0,0.0,8.2,0.11,8.09,0.0,0.0,68.62,200.48,2921.6,53.11,0.87,0.0,0.0,0.65,0.0,0.24,0.0,0.0,54.87,1206.73,0.0,89.7
2010,Telangana,Warangal,268.06,860.41,3209.77,0.02,0.03,1500.0,3.41,0.11,3.3,0.01,0.0,66.94,260.84,3896.62,51.74,1.1,0.0,0.0,0.27,0.0,0.11,0.01,1000.0,53.23,1467.6,0.0,101.68
2011,Telangana,Warangal,224.35,573.94,2558.23,0.0,0.0,0.0,2.64,0.03,2.61,0.0,0.0,58.96,265.21,4498.13,44.12,1.06,0.0,0.0,1.2,0.0,0.02,0.0,0.0,46.4,1770.32,0.0,102.07
2012,Telangana,Warangal,209.71,689.02,3285.58,0.0,0.0,0.0,2.14,0.17,1.98,0.0,0.0,80.09,387.61,4839.68,60.51,0.95,0.0,0.0,0.56,0.0,0.04,0.01,1000.0,62.07,1845.67,0.0,100.06
2013,Telangana,Warangal,254.85,800.52,3141.14,0.0,0.0,0.0,1.38,0.13,1.25,0.0,0.0,119.93,597.66,4983.41,53.47,0.71,0.0,0.0,0.26,0.0,0.05,0.24,1600.0,54.73,1623.55,0.04,119.73
2014,Telangana,Warangal,142.01,437.44,3080.35,0.0,0.0,0.0,1.67,0.07,1.6,0.08,0.0,107.39,525.65,4894.78,41.52,0.67,0.0,0.0,0.15,0.0,0.03,0.49,1088.89,42.86,1616.14,0.0,109.39
2015,Telangana,Warangal,181.07,572.94,3164.19,0.0,0.0,0.0,0.81,0.02,0.79,0.01,0.0,74.84,361.67,4832.58,34.9,0.07,0.0,0.0,0.08,0.0,0.02,0.22,1037.74,35.29,1560.81,0.01,115.49
2016,Telangana,Warangal,275.02,973.41,3539.43,0.0,0.0,1125.0,1.18,0.03,1.15,0.0,0.0,113.68,637.48,5607.67,44.33,0.33,0.0,0.0,0.15,0.0,0.62,0.59,1152.35,0.0,0.0,1.48,126.18
2017,Telangana,Warangal,269.29,783.31,2908.75,0.0,0.0,1428.57,1.59,0.03,1.56,0.01,0.0,103.07,674.2,6541.12,40.96,0.11,0.0,0.0,0.01,0.0,0.57,0.1,1635.94,0.0,0.0,1.75,131.64
1966,Telangana,Khammam,100.0,89.0,890.0,0.0,0.0,0.0,99.1,3.6,95.5,1.0,0.0,6.0,3.0,500.0,10.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,298.34,0.0,0.0
1967,Telangana,Khammam,101.0,127.0,1257.43,0.0,0.0,0.0,82.0,7.5,74.5,1.0,0.0,6.0,6.0,1000.0,27.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.25,731.85,0.0,0.0
1968,Telangana,Khammam,57.1,52.0,910.68,0.0,0.0,0.0,147.0,5.1,141.9,1.0,0.1,5.7,5.0,877.19,21.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,600.54,0.0,0.0
1969,Telangana,Khammam,101.8,155.9,1531.43,0.0,0.0,0.0,112.6,5.4,107.2,1.3,0.1,6.0,5.9,983.33,35.9,2.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,38.0,771.57,0.0,0.0
1970,Telangana,Khammam,101.5,134.9,1329.06,0.0,0.0,0.0,50.3,3.0,47.3,0.9,0.1,6.2,4.0,645.16,23.3,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,24.4,591.66,0.0,0.0
1971,Telangana,Khammam,51.3,49.0,955.17,0.0,0.0,0.0,115.5,6.3,109.2,0.6,0.1,7.6,7.9,1039.47,32.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.2,680.75,0.0,0.0
1972,Telangana,Khammam,57.8,57.7,998.27,0.1,0.0,0.0,161.8,3.2,158.6,0.5,0.1,7.5,7.3,973.33,18.3,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,19.0,472.4,0.0,0.0
1973,Telangana,Khammam,91.9,127.1,1383.03,0.0,0.0,0.0,140.1,8.3,131.8,2.7,0.1,7.5,10.9,1453.33,30.0,1.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,31.3,756.4,0.0,0.1
1974,Telangana,Khammam,85.4,116.5,1364.17,0.0,0.0,0.0,155.5,7.6,147.9,4.2,0.2,7.9,12.4,1569.62,23.8,2.9,0.0,0.0,0.3,0.0,0.0,0.0,0.0,27.0,547.11,0.1,0.2
1975,Telangana,Khammam,109.7,197.4,1799.45,0.0,0.0,0.0,92.8,5.5,87.3,5.1,0.1,6.6,10.5,1590.91,18.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,850.97,0.4,0.0
1976,Telangana,Khammam,106.0,115.7,1091.51,0.0,0.0,0.0,91.6,4.0,87.6,1.1,0.1,5.2,4.8,923.08,12.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,12.3,783.44,0.3,0.0
1977,Telangana,Khammam,85.2,73.8,866.2,0.0,0.0,0.0,97.0,6.2,90.8,5.2,0.0,5.3,5.8,1094.34,15.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,761.23,3.0,0.0
1978,Telangana,Khammam,115.0,199.8,1737.39,0.0,0.0,0.0,131.5,6.4,125.1,4.2,0.1,5.8,4.8,827.59,20.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,802.28,1.4,0.0
1979,Telangana,Khammam,47.0,59.0,1255.32,0.0,0.0,0.0,201.7,5.4,196.3,2.0,0.0,3.0,3.0,1000.0,16.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,770.95,1.2,0.0
1980,Telangana,Khammam,117.0,156.0,1333.33,0.0,0.0,0.0,120.7,5.5,115.2,7.0,0.0,5.0,6.0,1200.0,16.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,771.3,1.4,0.0
1981,Telangana,Khammam,125.0,251.0,2008.0,0.0,0.0,0.0,121.4,4.5,116.9,5.0,0.0,7.0,8.0,1142.86,19.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,643.98,0.6,0.0
1982,Telangana,Khammam,128.7,238.7,1854.7,0.0,0.0,0.0,121.4,5.7,115.7,6.6,0.0,6.0,10.2,1700.0,26.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,780.33,0.1,0.1
1983,Telangana,Khammam,135.5,252.1,1860.52,0.0,0.0,0.0,53.8,3.9,49.9,3.5,0.0,6.0,9.4,1566.67,30.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,773.51,2.5,0.1
1984,Telangana,Khammam,77.0,106.2,1379.22,0.0,0.0,0.0,76.2,2.4,73.8,0.9,0.0,5.2,7.7,1480.77,25.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,778.12,3.3,0.3
1985,Telangana,Khammam,136.4,240.9,1766.13,0.0,0.0,0.0,62.3,3.5,58.8,1.6,0.0,5.0,7.3,1460.0,32.8,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5,939.43,4.2,1.6
1986,Telangana,Khammam,129.0,215.0,1666.67,0.0,0.0,0.0,60.5,3.4,57.1,1.0,0.0,6.0,9.0,1500.0,39.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.7,1086.48,3.4,1.0
1987,Telangana,Khammam,100.0,171.0,1710.0,0.0,0.0,0.0,68.4,2.8,65.6,1.0,0.0,7.5,12.1,1613.33,46.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.9,857.25,0.0,4.0
1988,Telangana,Khammam,154.0,378.6,2458.44,0.0,0.0,0.0,33.8,3.6,30.2,0.9,0.0,6.1,10.8,1770.49,41.2,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,41.8,959.82,6.6,1.2
1989,Telangana,Khammam,162.2,382.1,2355.73,0.0,0.0,0.0,31.91,4.93,26.98,0.5,0.0,6.9,13.76,1994.2,40.7,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,41.7,1065.95,8.6,7.9
1990,Telangana,Khammam,165.49,375.67,2270.05,0.0,0.0,0.0,27.01,5.68,21.34,0.53,0.02,9.24,18.26,1976.19,42.87,0.83,0.0,0.0,0.01,0.0,0.25,0.0,0.0,43.96,934.52,11.2,7.79
1991,Telangana,Khammam,160.04,363.62,2272.06,0.0,0.0,0.0,26.3,3.21,23.09,0.3,0.01,10.46,20.02,1913.96,42.06,1.13,0.0,0.14,0.0,0.0,2.2,0.0,0.0,46.0,933.63,19.78,12.62
1992,Telangana,Khammam,148.9,294.42,1977.3,0.0,0.0,0.0,26.5,5.73,20.76,0.18,0.04,12.03,40.78,3389.86,41.39,1.67,0.0,0.09,0.0,0.0,3.06,0.0,0.0,46.0,1049.75,10.31,10.16
1993,Telangana,Khammam,145.0,363.0,2503.45,0.0,0.0,0.0,32.0,3.0,29.0,0.0,0.0,15.0,42.0,2800.0,34.0,2.0,0.0,0.0,0.0,0.03,4.0,0.0,0.0,40.0,784.31,16.0,13.6
1994,Telangana,Khammam,171.0,452.0,2643.27,0.0,0.0,0.0,20.0,3.0,17.0,0.0,0.0,17.0,54.0,3176.47,32.0,1.0,0.0,0.04,0.0,0.0,8.0,0.0,0.0,41.0,872.34,14.0,18.87
1995,Telangana,Khammam,129.0,304.0,2356.59,0.0,0.0,0.0,17.0,3.0,14.0,0.0,0.0,19.0,57.0,3000.0,25.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,32.0,780.49,15.0,13.77
1996,Telangana,Khammam,183.0,476.0,2601.09,0.0,0.0,0.0,15.0,3.0,12.0,0.0,0.0,18.0,58.0,3222.22,24.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,28.0,933.33,15.0,13.09
1997,Telangana,Khammam,130.0,269.0,2069.23,0.0,0.0,0.0,18.0,2.0,16.0,0.0,0.0,25.0,73.0,2920.0,23.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,26.0,792.44,17.0,15.13
1998,Telangana,Khammam,186.0,508.0,2731.18,0.0,0.0,0.0,17.0,3.0,14.0,0.0,0.0,18.0,48.0,2666.67,17.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,707.37,34.0,24.31
1999,Telangana,Khammam,177.52,400.01,2253.32,0.0,0.0,0.0,11.94,2.3,9.64,0.25,0.02,19.76,77.48,3921.05,12.55,1.44,0.0,0.0,0.0,0.0,0.39,0.0,0.0,14.38,706.63,30.8,23.67
2000,Telangana,Khammam,183.31,504.3,2751.08,0.0,0.0,0.0,7.96,1.17,6.79,0.19,0.02,21.06,66.1,3138.65,10.79,1.37,0.01,0.0,0.01,0.0,0.07,0.0,0.0,12.24,695.06,30.07,32.65
2001,Telangana,Khammam,138.26,392.63,2839.79,0.0,0.0,0.0,11.81,3.44,8.38,0.09,0.01,16.2,49.84,3076.54,10.04,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.79,751.43,42.06,35.46
2002,Telangana,Khammam,104.0,181.0,1740.38,0.0,0.0,0.0,7.0,2.0,5.0,0.0,0.0,22.0,33.0,1500.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,388.6,35.0,19.89
2003,Telangana,Khammam,142.11,412.48,2902.54,0.0,0.0,0.0,14.74,1.35,13.4,0.45,0.01,25.57,113.64,4444.27,8.22,2.12,0.0,0.0,0.02,0.0,0.78,0.0,0.0,11.14,495.99,24.79,30.0
2004,Telangana,Khammam,162.6,474.09,2915.68,0.0,0.0,0.0,4.95,0.33,4.62,0.06,0.02,23.31,72.04,3090.52,7.94,1.91,0.0,0.0,0.01,0.0,0.2,0.0,0.0,10.05,633.67,25.37,41.21
2005,Telangana,Khammam,200.09,530.96,2653.61,0.0,0.0,0.0,3.54,0.26,3.29,0.17,0.02,33.24,114.84,3454.87,8.28,1.93,0.0,0.01,0.0,0.0,0.52,0.0,0.0,10.75,679.52,34.62,37.43
2006,Telangana,Khammam,178.2,448.12,2514.7,0.0,0.0,0.0,3.85,0.19,3.66,0.01,0.01,27.49,141.02,5129.87,8.67,1.24,0.0,0.0,0.0,0.0,0.39,0.0,0.0,33.96,2561.09,57.31,42.39
2007,Telangana,Khammam,176.28,548.2,3109.83,0.0,0.0,0.0,3.96,0.3,3.66,0.04,0.02,28.53,178.02,6239.75,9.55,1.3,0.0,0.0,0.0,0.0,1.37,0.0,0.0,37.57,2503.0,57.96,64.47
2008,Telangana,Khammam,194.8,595.61,3057.55,0.0,0.0,0.0,2.9,0.36,2.55,0.03,0.03,37.65,246.76,6554.05,10.88,1.56,0.0,0.0,0.0,0.0,0.19,0.0,0.0,51.92,3281.92,29.08,53.92
2009,Telangana,Khammam,103.1,306.5,2972.84,0.0,0.0,0.0,6.58,0.14,6.44,0.02,0.01,36.99,181.97,4919.44,9.23,0.76,0.0,0.0,0.0,0.0,0.39,0.0,0.0,75.52,5075.27,11.45,51.05
2010,Telangana,Khammam,218.25,704.07,3225.98,0.0,0.0,0.0,2.3,0.11,2.18,0.0,0.0,35.06,216.14,6164.86,12.05,1.04,0.0,0.0,0.0,0.0,0.27,0.02,2000.0,53.91,3509.77,28.98,69.1
2011,Telangana,Khammam,165.31,411.69,2490.41,0.0,0.0,0.0,0.98,0.1,0.88,0.0,0.0,27.4,136.59,4985.04,9.42,0.5,0.0,0.0,0.0,0.0,0.13,0.03,1500.0,54.32,4748.25,42.59,35.88
2012,Telangana,Khammam,153.84,473.08,3075.14,0.0,0.0,0.0,1.9,0.03,1.87,0.0,0.0,32.06,172.46,5379.29,10.45,0.5,0.0,0.0,0.0,0.0,0.17,0.03,1500.0,84.76,6287.83,50.74,85.92
2013,Telangana,Khammam,191.78,575.28,2999.69,0.0,0.0,0.0,0.34,0.0,0.34,0.01,0.0,37.24,203.7,5469.92,10.58,0.91,0.0,0.0,0.0,0.0,0.13,0.15,1666.67,55.84,3921.35,49.0,98.77
2014,Telangana,Khammam,145.71,456.18,3130.74,0.0,0.0,0.0,0.6,0.0,0.6,0.0,0.0,32.8,161.02,4909.15,8.21,0.16,0.0,0.0,0.0,0.0,0.1,0.0,0.0,97.63,10464.09,46.41,87.17
2015,Telangana,Khammam,121.72,369.34,3034.34,0.0,0.0,0.0,0.19,0.0,0.19,0.0,0.0,20.63,102.1,4949.1,14.68,0.13,0.0,0.0,0.0,0.0,0.1,0.0,0.0,94.85,9768.28,44.44,83.52
2016,Telangana,Khammam,121.0,445.76,3683.86,0.0,0.0,0.0,0.55,0.0,0.55,0.02,0.0,24.5,138.44,5650.88,11.02,0.32,0.0,0.0,0.0,0.0,0.07,0.04,1149.73,0.0,0.0,37.89,72.34
2017,Telangana,Khammam,161.32,512.4,3176.26,0.0,0.0,0.0,0.75,0.01,0.74,0.0,0.0,40.99,251.82,6142.77,9.75,0.13,0.0,0.0,0.0,0.0,0.05,0.03,1613.86,0.0,0.0,38.59,99.72
1966,Telangana,Karimnagar,150.0,200.0,1333.33,0.5,0.1,200.0,45.8,25.2,20.6,0.0,0.0,74.0,59.0,797.3,14.0,3.8,0.0,0.0,0.6,0.0,0.0,0.0,0.0,18.4,232.21,2.8,0.0
1967,Telangana,Karimnagar,137.0,160.0,1167.88,0.4,0.1,250.0,53.2,27.8,25.4,0.0,0.0,73.0,99.0,1356.16,20.0,4.1,0.0,0.03,0.8,0.0,0.0,0.0,0.0,25.22,318.71,1.7,0.0
1968,Telangana,Karimnagar,54.1,55.0,1016.64,0.4,0.1,250.0,48.0,23.0,25.0,0.0,0.0,73.6,93.0,1263.59,18.0,6.2,0.0,0.0,0.9,0.0,0.0,0.0,0.0,25.1,360.53,1.2,0.0
1969,Telangana,Karimnagar,113.2,148.1,1308.3,0.7,0.2,285.71,55.8,39.6,16.2,0.0,0.0,79.0,91.1,1153.16,18.2,6.1,0.0,0.02,1.1,0.0,0.0,0.0,0.0,25.42,332.85,1.5,0.2
1970,Telangana,Karimnagar,126.3,165.1,1307.21,0.9,0.5,555.56,44.7,34.3,10.4,0.0,0.1,80.4,120.2,1495.02,26.6,4.8,0.0,0.01,1.0,0.0,0.0,0.0,0.0,32.41,410.41,2.3,0.1
1971,Telangana,Karimnagar,68.0,96.9,1425.0,0.7,0.4,571.43,59.2,41.8,17.4,0.0,0.0,84.0,114.5,1363.1,27.7,3.5,0.0,0.01,1.2,0.0,0.0,0.0,0.0,32.41,381.65,0.9,0.3
1972,Telangana,Karimnagar,91.8,129.5,1410.68,0.9,0.5,555.56,52.7,27.5,25.2,0.0,0.0,86.3,102.0,1181.92,19.9,2.3,0.0,0.01,1.3,0.0,0.0,0.0,0.0,23.51,307.88,1.4,0.2
1973,Telangana,Karimnagar,157.1,295.4,1880.33,0.7,0.5,714.29,94.2,71.0,23.2,0.0,0.0,85.6,137.0,1600.47,29.2,4.4,0.0,0.0,6.7,0.0,0.0,0.0,0.0,40.3,442.18,2.3,0.1
1974,Telangana,Karimnagar,134.9,245.3,1818.38,0.5,0.4,800.0,70.7,38.3,32.4,0.0,0.0,91.0,149.0,1637.36,33.6,1.6,0.0,0.0,7.4,0.0,0.0,0.0,0.0,42.6,751.85,0.8,0.1
1975,Telangana,Karimnagar,156.3,287.2,1837.49,0.7,0.6,857.14,66.6,45.2,21.4,0.0,0.0,91.8,174.9,1905.23,18.0,1.1,0.0,0.0,1.5,0.0,0.0,0.0,0.0,20.6,600.23,0.8,0.0
1976,Telangana,Karimnagar,164.2,270.1,1644.95,0.6,0.3,500.0,34.4,19.6,14.8,0.0,0.0,88.7,110.1,1241.26,11.2,0.3,0.0,0.0,0.4,0.0,0.0,0.0,0.0,11.9,398.79,1.1,0.0
1977,Telangana,Karimnagar,136.4,229.9,1685.48,0.5,0.3,600.0,75.5,54.7,20.8,0.0,0.0,93.1,154.3,1657.36,12.7,0.5,0.0,0.0,1.1,0.0,0.0,0.0,0.0,14.3,363.04,3.1,0.0
1978,Telangana,Karimnagar,185.9,379.4,2040.88,0.5,0.3,600.0,43.8,25.6,18.2,0.0,0.0,93.4,116.4,1246.25,13.4,0.5,0.0,0.0,0.9,0.0,0.0,0.0,0.0,14.8,399.89,2.9,0.0
1979,Telangana,Karimnagar,147.0,290.0,1972.79,0.5,0.2,400.0,42.4,21.7,20.7,0.0,0.0,85.0,120.0,1411.76,13.0,0.9,0.0,0.0,0.8,0.0,0.0,0.0,0.0,14.7,464.16,2.5,0.0
1980,Telangana,Karimnagar,145.0,338.0,2331.03,0.4,0.3,750.0,57.6,33.2,24.4,0.0,0.0,88.0,166.1,1887.5,11.3,0.4,0.0,0.0,0.7,0.0,0.0,0.0,0.0,12.4,417.65,3.0,0.0
1981,Telangana,Karimnagar,170.0,402.0,2364.71,0.5,0.4,800.0,53.4,27.9,25.5,0.0,0.0,98.0,236.0,2408.16,16.6,0.5,0.0,0.0,1.8,0.0,0.0,0.0,0.0,18.9,576.57,18.3,0.0
1982,Telangana,Karimnagar,171.1,404.2,2362.36,0.4,0.3,750.0,48.6,21.7,26.9,0.0,0.0,94.0,247.2,2629.79,27.0,0.3,0.0,0.0,1.1,0.0,0.0,0.0,0.0,28.4,705.24,10.4,0.0
1983,Telangana,Karimnagar,187.5,373.1,1989.87,0.3,0.2,666.67,28.9,11.8,17.1,0.0,0.0,89.0,186.8,2098.88,39.8,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,40.2,941.67,6.2,0.0
1984,Telangana,Karimnagar,169.8,390.8,2301.53,0.4,0.3,750.0,21.7,6.6,15.1,0.0,0.0,85.0,196.6,2312.94,29.0,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,29.5,738.24,4.4,0.2
1985,Telangana,Karimnagar,144.5,300.7,2080.97,0.3,0.2,666.67,22.2,4.7,17.5,0.0,0.0,83.4,180.2,2160.67,28.7,0.4,0.0,0.0,0.3,0.0,0.0,0.0,0.0,29.4,761.26,4.6,1.2
1986,Telangana,Karimnagar,126.0,277.0,2198.41,0.2,0.1,500.0,28.5,0.4,28.1,0.0,0.0,78.0,158.0,2025.64,14.0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,14.8,384.72,7.1,1.0
1987,Telangana,Karimnagar,152.0,360.0,2368.42,0.3,0.1,333.33,20.5,4.9,15.6,0.0,0.0,83.0,187.0,2253.01,46.0,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,46.8,873.62,5.7,2.0
1988,Telangana,Karimnagar,214.4,502.0,2341.42,0.4,0.2,500.0,15.7,2.6,13.1,0.0,0.0,86.0,226.8,2637.21,73.7,0.2,0.0,0.0,0.4,0.0,0.1,0.0,0.0,74.4,1055.17,12.1,1.9
1989,Telangana,Karimnagar,229.7,638.3,2778.84,0.3,0.2,666.67,8.59,1.33,7.26,0.0,0.0,82.5,241.89,2932.0,63.2,0.3,0.0,0.0,0.4,0.0,0.5,0.0,0.0,64.4,940.28,8.1,4.8
1990,Telangana,Karimnagar,238.92,647.97,2712.08,0.38,0.35,921.05,6.41,1.17,5.24,0.01,0.0,87.12,227.86,2615.47,78.97,0.24,0.0,0.01,0.47,0.0,2.74,0.0,0.0,82.43,1115.73,26.5,12.6
1991,Telangana,Karimnagar,215.6,548.64,2544.71,0.26,0.22,846.15,5.29,0.39,4.9,0.0,0.0,84.21,223.53,2654.44,76.23,0.31,0.0,0.08,0.28,0.0,7.14,0.0,0.0,84.0,1125.25,21.68,10.24
1992,Telangana,Karimnagar,176.92,419.8,2372.82,0.3,0.23,766.67,4.85,0.37,4.49,0.07,0.0,83.61,256.33,3065.78,62.53,0.77,0.0,0.08,0.27,0.0,11.01,0.0,0.0,75.0,1024.73,18.79,9.81
1993,Telangana,Karimnagar,148.0,380.0,2567.57,0.0,0.0,0.0,7.0,1.0,6.0,0.0,0.0,69.0,201.0,2913.04,58.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,73.0,1042.86,20.0,8.67
1994,Telangana,Karimnagar,158.0,437.0,2765.82,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,80.0,254.0,3175.0,55.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,74.0,973.68,15.0,15.3
1995,Telangana,Karimnagar,192.0,512.0,2666.67,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,86.0,284.0,3302.33,50.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,61.0,910.45,14.0,23.63
1996,Telangana,Karimnagar,230.0,718.0,3121.74,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,93.0,353.0,3795.7,58.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,65.0,1226.42,18.0,27.2
1997,Telangana,Karimnagar,171.0,474.0,2771.93,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,94.0,290.0,3085.11,29.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,34.0,721.41,15.0,18.02
1998,Telangana,Karimnagar,258.0,836.0,3240.31,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,96.0,369.0,3843.75,33.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,38.0,962.76,20.0,33.32
1999,Telangana,Karimnagar,232.54,724.12,3113.96,0.16,0.11,687.5,2.01,0.11,1.9,0.44,0.0,103.38,417.94,4042.76,30.02,0.48,0.0,0.61,0.06,0.0,0.33,0.0,0.0,31.5,1002.87,0.0,30.07
2000,Telangana,Karimnagar,271.34,885.4,3263.06,0.17,0.1,588.24,1.58,0.15,1.43,0.46,0.0,113.58,425.43,3745.64,34.76,0.66,0.0,0.0,0.1,0.0,1.35,0.0,0.0,36.88,1384.38,11.85,28.23
2001,Telangana,Karimnagar,244.36,761.33,3115.61,0.15,0.11,733.33,2.05,1.01,1.04,0.22,0.0,89.44,353.85,3956.28,30.85,0.68,0.0,0.01,0.06,0.0,0.71,0.0,0.0,32.31,1374.89,17.52,17.63
2002,Telangana,Karimnagar,182.0,498.0,2736.26,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,106.0,368.0,3471.7,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1184.07,3.0,12.07
2003,Telangana,Karimnagar,187.58,602.05,3209.56,0.15,0.09,600.0,1.9,0.96,0.95,0.57,0.0,162.79,668.84,4108.61,31.76,0.74,0.0,0.07,2.03,0.0,0.9,0.0,0.0,35.5,1392.7,12.2,18.16
2004,Telangana,Karimnagar,83.64,198.37,2371.71,0.07,0.03,428.57,2.47,0.13,2.34,0.17,0.0,125.87,325.09,2582.74,17.9,1.37,0.0,0.0,1.04,0.0,1.62,0.0,0.0,21.93,844.76,9.23,21.22
2005,Telangana,Karimnagar,266.4,912.31,3424.59,0.1,0.08,800.0,1.66,0.31,1.35,0.0,0.0,175.31,729.74,4162.57,26.0,2.83,0.0,0.0,3.91,0.0,1.49,0.89,1977.78,35.12,1142.86,13.29,45.83
2006,Telangana,Karimnagar,333.51,1069.56,3206.98,0.06,0.06,1000.0,0.37,0.04,0.33,0.06,0.0,140.17,528.59,3771.06,24.97,2.29,0.0,0.0,1.05,0.0,1.04,1.26,1518.07,30.62,1366.96,16.3,37.96
