Year,State,District,Rice_Area_1000ha,Rice_Prod_1000t,Rice_Yield,Wheat_Area_1000ha,Wheat_Prod_1000t,Wheat_Yield,Sorghum_Prod_1000t,Sorghum_Kharif_Prod_1000t,Sorghum_Rabi_Prod_1000t,PearlMillet_Prod_1000t,FingerMillet_Prod_1000t,Maize_Area_1000ha,Maize_Prod_1000t,Maize_Yield,Groundnut_Prod_1000t,Sesamum_Prod_1000t,RapeseedMustard_Prod_1000t,Safflower_Prod_1000t,Castor_Prod_1000t,Linseed_Prod_1000t,Sunflower_Prod_1000t,Soybean_Prod_1000t,Soybean_Yield,Oilseed_Prod_1000t,Oilseed_Yield,Sugarcane_Prod_1000t,Cotton_Prod_1000t
1987,Rajasthan,Dungarpur,12.1,1.3,107.44,19.0,38.0,2000.0,0.5,0.5,0.0,0.0,0.0,46.0,11.0,239.13,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.6,363.64,3.1,0.0
1988,Rajasthan,Dungarpur,31.6,33.3,1053.8,24.6,33.5,1361.79,3.5,3.5,0.0,2.5,0.0,43.0,38.3,890.7,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,580.95,3.8,0.1
1989,Rajasthan,Dungarpur,26.0,19.0,730.77,22.9,33.5,1462.88,2.3,2.3,0.0,0.1,0.0,52.1,64.2,1232.25,0.0,0.3,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.43,600.84,3.7,0.1
1990,Rajasthan,Dungarpur,31.83,35.76,1123.47,28.31,49.33,1742.49,2.45,2.45,0.0,0.11,0.0,50.42,59.25,1175.13,0.12,0.24,0.49,0.0,0.01,0.02,0.0,0.0,0.0,2.44,797.39,3.69,0.05
1991,Rajasthan,Dungarpur,39.81,13.94,350.16,23.05,64.32,2790.46,0.55,0.55,0.0,0.09,0.0,46.35,15.83,341.53,0.11,0.07,0.4,0.0,0.0,0.0,0.0,0.02,666.67,0.88,692.91,5.83,0.02
1992,Rajasthan,Dungarpur,30.06,18.55,617.1,29.14,49.4,1695.26,1.21,1.21,0.0,0.16,0.0,50.48,48.02,951.27,0.16,0.1,0.29,0.0,0.0,0.0,0.0,0.02,1000.0,1.52,787.56,3.0,0.03
1993,Rajasthan,Dungarpur,34.77,20.13,578.95,27.57,47.53,1723.98,0.55,0.55,0.0,0.05,0.0,43.9,12.11,275.85,0.08,0.03,0.11,0.0,0.0,0.01,0.0,0.0,0.0,0.79,669.49,3.05,0.02
1994,Rajasthan,Dungarpur,40.29,39.87,989.58,35.0,62.82,1794.86,0.77,0.77,0.0,0.05,0.0,44.24,26.08,589.51,0.08,0.04,0.26,0.0,0.04,0.0,0.0,0.0,0.0,1.17,847.83,1.89,0.02
1995,Rajasthan,Dungarpur,27.58,11.0,398.84,26.27,46.98,1788.35,0.36,0.36,0.0,0.06,0.0,53.99,43.9,813.11,0.07,0.03,0.12,0.0,0.03,0.0,0.0,0.0,0.0,0.3,428.57,4.2,0.1
1996,Rajasthan,Dungarpur,33.32,30.9,927.37,36.65,66.15,1804.91,1.19,1.19,0.0,0.04,0.0,50.71,47.62,939.07,0.07,0.08,0.34,0.0,0.07,0.05,0.0,0.0,0.0,0.86,554.84,2.73,0.04
1997,Rajasthan,Dungarpur,31.86,34.87,1094.48,37.86,82.38,2175.91,0.69,0.69,0.0,0.03,0.0,55.18,53.74,973.9,0.09,0.06,0.24,0.0,0.05,0.0,0.0,0.01,1000.0,0.58,495.73,2.25,0.03
1998,Rajasthan,Dungarpur,17.2,7.86,456.98,38.19,78.22,2048.18,0.36,0.36,0.0,0.02,0.0,62.23,80.47,1293.11,0.2,0.03,0.34,0.0,0.15,0.0,0.0,0.07,1400.0,0.95,590.06,2.15,0.03
1999,Rajasthan,Dungarpur,21.37,5.82,272.34,21.62,32.11,1485.2,0.33,0.33,0.0,0.04,0.0,63.38,73.84,1165.04,0.01,0.05,0.18,0.0,0.07,0.0,0.0,0.07,1166.67,0.39,357.8,2.01,0.03
2000,Rajasthan,Dungarpur,15.14,1.5,99.08,10.11,26.75,2645.9,0.17,0.17,0.0,0.04,0.0,69.93,39.19,560.42,0.0,0.13,0.03,0.0,0.02,0.0,0.0,0.02,666.67,0.22,191.3,0.66,0.03
2001,Rajasthan,Dungarpur,20.58,8.52,413.99,23.54,71.32,3029.74,0.41,0.41,0.0,0.09,0.0,68.68,56.22,818.58,0.01,0.35,0.07,0.0,0.01,0.0,0.0,0.02,1000.0,0.46,377.05,1.08,0.01
2002,Rajasthan,Dungarpur,8.44,1.4,165.88,9.54,17.63,1848.01,0.14,0.14,0.0,0.05,0.0,75.29,64.04,850.58,0.0,0.08,0.04,0.0,0.0,0.0,0.0,0.01,333.33,0.16,112.68,0.58,0.01
2003,Rajasthan,Dungarpur,19.19,20.13,1048.98,33.57,72.45,2158.18,0.56,0.56,0.0,0.27,0.0,75.31,88.76,1178.6,0.19,0.59,0.41,0.0,0.0,0.0,0.0,0.01,1000.0,1.28,688.17,0.44,0.04
2004,Rajasthan,Dungarpur,25.15,20.27,805.96,37.82,80.87,2138.29,0.37,0.37,0.0,0.1,0.0,70.88,52.35,738.57,0.16,0.41,0.6,0.0,0.16,0.0,0.0,0.22,1466.67,1.56,661.02,0.73,0.16
2005,Rajasthan,Dungarpur,21.88,7.23,330.44,35.62,57.41,1611.74,0.23,0.23,0.0,0.08,0.0,73.29,27.66,377.4,0.17,0.19,0.59,0.0,0.05,0.0,0.0,0.32,1142.86,1.33,538.46,1.52,0.12
